SEQN,OCQ130,OCQ150,OCQ160,OCQ180,OCQ210,OCD230,OCD240,OCQ260,OCD270,OCQ280,OCQ290G,OCQ290Q,OCQ300,OCQ310A,OCQ310B,OCQ310C,OCQ330A,OCQ330B,OCQ330C,OCQ330D,OCQ330E,OCQ340,OCQ350,OCQ360,OCQ380,OCQ390G,OCD390,OCD395,OCQ420,OCQ430,OCQ440,OCQ450,OCQ470G,OCD470,OCD480,RIAGENDR
7615.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,22.0,276.0,2.0,,,,,,,Female
7616.0,,1.0,,40.0,,4.0,30.0,1.0,60.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
7617.0,,1.0,,35.0,,27.0,21.0,99.0,8.0,1.0,1.0,2.0,2.0,,,,,,,,,2.0,,,,1.0,24.0,216.0,,,,,,,,Female
7618.0,,1.0,,30.0,2.0,25.0,11.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
7619.0,,1.0,,40.0,,32.0,35.0,3.0,4.0,2.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,1.0,37.0,60.0,,1.0,2.0,2.0,,,,Male
7620.0,,1.0,,40.0,,18.0,16.0,2.0,456.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
7621.0,,1.0,,37.0,,32.0,28.0,1.0,72.0,2.0,1.0,3.0,2.0,,,,,,,,,1.0,1.0,3.0,,1.0,13.0,84.0,,2.0,,,,,, Male
7623.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
7624.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
7626.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,,,,,,,,,,Female
7627.0,,1.0,,90.0,,18.0,35.0,5.0,4.0,2.0,1.0,1.0,2.0,,,,,,,,,1.0,1.0,12.0,,2.0,,,,,,,,,, M
7629.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Male
7630.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M  
7631.0,,1.0,,20.0,2.0,36.0,11.0,1.0,0.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,12.0,7.0,,,,,,,,Female
7632.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,Female
7633.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
7634.0,,1.0,,30.0,2.0,40.0,5.0,3.0,12.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,16.0,360.0,,,,,,,,F 
7635.0,,1.0,,55.0,,23.0,39.0,1.0,18.0,1.0,2.0,,1.0,2.0,2.0,2.0,,,,,,2.0,,,,1.0,35.0,300.0,,,,,,,,M
7636.0,,1.0,,66.0,,26.0,11.0,1.0,120.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
7638.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male 
7639.0,,,,34.0,1.0,8.0,,,5.0,,,,2.0,,,,,,,,,,1.0,12.0,,1.0,22.0,36.0,,,,,,,,
7640.0,,1.0,,26.0,2.0,24.0,9.0,1.0,1.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,4.0,60.0,,,,,4.0,,,Female
7641.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,11.0,2.0,2.0,,,,,,,Male  
7642.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
7643.0,,1.0,,14.0,2.0,24.0,11.0,1.0,4.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
7646.0,,2.0,2.0,,1.0,43.0,16.0,4.0,240.0,1.0,2.0,,1.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,,,,,,,,,,Female
7649.0,,2.0,2.0,,1.0,27.0,1.0,1.0,60.0,2.0,2.0,,1.0,2.0,2.0,1.0,,,,,5.0,2.0,,,,2.0,,,,,,,,,, Female
7650.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,,,,,,,,,,Female
7651.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
7652.0,,1.0,,40.0,,39.0,22.0,4.0,132.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,2.0,,,,,,,,,,Female
7653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
7655.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,Female
7656.0,,1.0,,40.0,,41.0,22.0,1.0,168.0,2.0,1.0,20.0,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,1.0,98.0,168.0,,,,,,,,Female
7657.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,12.0,120.0,2.0,,,,,,,Female
7659.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,98.0,312.0,1.0,1.0,12.0,2.0,,,,M
7660.0,,1.0,,61.0,,39.0,22.0,1.0,24.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,2.0,,,,,,,,,,Female
7662.0,,1.0,,15.0,2.0,24.0,39.0,1.0,6.0,2.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,1.0,11.0,12.0,,,,,,,,Male
7664.0,,1.0,,40.0,,18.0,12.0,1.0,4.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,2.0,,,Female  
7665.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,34.0,252.0,1.0,1.0,4.0,1.0,,,,M
7666.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,7.0,2.0,2.0,,,,,,,Male
7667.0,,1.0,,48.0,,1.0,26.0,99.0,1.0,2.0,1.0,8.0,2.0,,,,,,,,,2.0,,,,1.0,17.0,24.0,,,,,,,,Female
7668.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,21.0,0.0,2.0,,,,,,,Female
7670.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,21.0,3.0,2.0,,,,,,,Male
7671.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,10.0,24.0,2.0,,,,,,,Female
7672.0,,1.0,,50.0,,31.0,1.0,5.0,36.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
7673.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,Female
7674.0,,1.0,,17.0,2.0,27.0,21.0,1.0,9.0,2.0,1.0,1.0,2.0,,,,,,,,,1.0,1.0,3.0,,2.0,,,,,,,,,,Female
7675.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,24.0,24.0,2.0,,,,,,,F
7676.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
7677.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,Male
7678.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
7679.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
7680.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
7681.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
7683.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
7684.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,Female
7686.0,,1.0,,40.0,,24.0,11.0,1.0,8.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,1.0,11.0,36.0,,,,,,,,Female
7687.0,,1.0,,40.0,,12.0,23.0,1.0,17.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,,2.0,,,,2.0,,,,1.0,28.0,120.0,,,,,,,,Male
7688.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,,,,,,,,,,  Female 
7691.0,,1.0,,25.0,2.0,37.0,8.0,1.0,3.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,2.0,,,,,,,,,, Female
7692.0,,1.0,,12.0,2.0,27.0,19.0,1.0,9.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female 
7693.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F
7694.0,,1.0,,36.0,,27.0,21.0,1.0,6.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,1.0,39.0,11.0,,,,,,,, Male
7695.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,14.0,120.0,2.0,,,,,,,F
7696.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,20.0,24.0,1.0,1.0,8.0,2.0,,,,Female
7697.0,,1.0,,46.0,,39.0,1.0,1.0,24.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female  
7698.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,F
7699.0,,1.0,,85.0,,4.0,30.0,5.0,36.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,M
7701.0,,1.0,,20.0,2.0,8.0,16.0,1.0,252.0,1.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,1.0,6.0,360.0,,2.0,,,,,,Male
7703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7704.0,,2.0,2.0,,2.0,38.0,22.0,1.0,60.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,1.0,19.0,360.0,,,,,,,,Female
7705.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
7706.0,,1.0,,40.0,,28.0,32.0,1.0,9.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female 
7707.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,Female
7708.0,,1.0,,50.0,,4.0,37.0,1.0,5.0,2.0,2.0,,1.0,2.0,2.0,1.0,,,,,5.0,1.0,1.0,10.0,,1.0,98.0,192.0,,2.0,,,,,,Male
7709.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
7710.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
7712.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female 
7713.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,9.0,180.0,2.0,,,,,,,Female
7714.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,34.0,36.0,2.0,,,,,,,Male
7716.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,35.0,420.0,2.0,,,,,,,  Male
7718.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,26.0,168.0,2.0,,,,,,,Female
7720.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
7721.0,,1.0,,35.0,,27.0,19.0,1.0,36.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,F
7722.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male 
7724.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
7725.0,,1.0,,48.0,,31.0,23.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,,,1.0,24.0,72.0,,1.0,16.0,2.0,4.0,,,M
7727.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,11.0,60.0,2.0,,,,,,,Female
7728.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,24.0,24.0,2.0,,,,,,,F
7729.0,,1.0,,15.0,2.0,41.0,5.0,1.0,5.0,2.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,1.0,19.0,36.0,,1.0,4.0,2.0,,,,Female
7730.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Female
7732.0,,1.0,,40.0,,30.0,27.0,1.0,324.0,2.0,2.0,,1.0,1.0,2.0,1.0,,2.0,,,,1.0,2.0,,,2.0,,,,,,,,,,  Male
7733.0,,1.0,,42.0,,17.0,15.0,1.0,24.0,1.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,F
7734.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,5.0,480.0,2.0,,,,,,,Female 
7735.0,,2.0,2.0,,2.0,40.0,5.0,99.0,0.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,21.0,12.0,,,,,,,,F
7736.0,,1.0,,41.0,,16.0,16.0,1.0,48.0,2.0,2.0,,1.0,2.0,2.0,2.0,,,,,,2.0,,,,1.0,32.0,252.0,,,,,,,,F
7737.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
7738.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
7739.0,,1.0,,40.0,,42.0,3.0,2.0,60.0,1.0,2.0,,1.0,2.0,1.0,1.0,,2.0,,,,1.0,2.0,,,2.0,,,,,,,,,,M 
7740.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
7741.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,20.0,360.0,2.0,,,,,,,F
7743.0,,1.0,,64.0,,27.0,20.0,1.0,36.0,2.0,1.0,4.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
7744.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,20.0,7.0,2.0,,,,,,,F
7747.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,31.0,168.0,1.0,1.0,2.0,2.0,,,,Female
7748.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,22.0,144.0,2.0,,,,4.0,,,F
7749.0,,2.0,2.0,,1.0,31.0,8.0,1.0,6.0,1.0,1.0,1.0,2.0,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,Male
7750.0,,1.0,,42.0,,20.0,34.0,1.0,12.0,1.0,2.0,,1.0,1.0,2.0,2.0,,,,,,2.0,,,,1.0,36.0,96.0,,,,,,,,Male
7751.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,34.0,180.0,1.0,1.0,8.0,2.0,,,,Male
7753.0,,1.0,,30.0,1.0,12.0,3.0,1.0,120.0,1.0,2.0,,1.0,2.0,1.0,1.0,,,,,5.0,2.0,,,,2.0,,,,,,,,,,Male
7755.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,5.0,540.0,2.0,,,,,,,Female
7756.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,M
7758.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,5.0,576.0,2.0,,,,,,,Female 
7759.0,,1.0,,30.0,2.0,36.0,24.0,1.0,3.0,2.0,2.0,,2.0,,,,,,,,,1.0,1.0,3.0,,2.0,,,,,,,,,,F
7760.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
7761.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,,,,,,,,,,F
7762.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,,,,,,,,,,Female
7763.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,22.0,3.0,2.0,,,,4.0,,,Female
7764.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,10.0,120.0,2.0,,,,,,,Female
7765.0,,1.0,,40.0,,28.0,8.0,1.0,12.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,11.0,36.0,,,,,,,,Female 
7767.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,11.0,300.0,2.0,,,,,,,Female
7768.0,,1.0,,20.0,2.0,18.0,34.0,1.0,60.0,1.0,2.0,,1.0,2.0,1.0,1.0,,,,4.0,,1.0,1.0,5.0,,2.0,,,,,,,,,,Female
7770.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
7771.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female  
7773.0,,1.0,,10.0,1.0,40.0,35.0,3.0,24.0,2.0,2.0,,1.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,,,,,,,,,,Male
7774.0,,1.0,,16.0,1.0,42.0,18.0,1.0,24.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,2.0,,,,,,,4.0,,,Female
7775.0,,1.0,,40.0,,4.0,30.0,5.0,24.0,2.0,2.0,,1.0,2.0,2.0,2.0,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,Male
7778.0,,1.0,,60.0,,31.0,6.0,5.0,108.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
7780.0,,1.0,,30.0,2.0,19.0,10.0,1.0,6.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,9.0,48.0,,,,,,,,Male
7781.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
7782.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,7.0,600.0,2.0,,,,,,,M
7784.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
7787.0,,1.0,,40.0,,4.0,30.0,1.0,0.0,2.0,1.0,6.0,2.0,,,,,,,,,1.0,1.0,5.0,,2.0,,,,,,,4.0,,,Male
7790.0,,1.0,,48.0,,32.0,28.0,1.0,24.0,2.0,1.0,8.0,2.0,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,Male
7791.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
7792.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,36.0,324.0,2.0,,,,,,,Male
7794.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
7796.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,98.0,480.0,2.0,,,,,,,Male
7797.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,8.0,288.0,2.0,,,,,,,F
7798.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,,,,,,,,,,Male
7801.0,,1.0,,65.0,,42.0,7.0,5.0,36.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,7.0,264.0,,,,,,,,  Male
7802.0,,1.0,,27.0,2.0,28.0,11.0,1.0,120.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
7803.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,7.0,84.0,2.0,,,,,,,F  
7804.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,33.0,12.0,2.0,,,,,,, Female
7805.0,,1.0,,25.0,2.0,35.0,13.0,1.0,0.0,2.0,2.0,,1.0,2.0,2.0,1.0,,,3.0,,,2.0,,,,1.0,2.0,36.0,,,,,,,,  F 
7806.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,Male
7807.0,,1.0,,60.0,,24.0,11.0,1.0,18.0,1.0,1.0,1.0,2.0,,,,,,,,,1.0,1.0,6.0,,1.0,21.0,36.0,,1.0,5.0,2.0,,,,M  
7808.0,,1.0,,60.0,,19.0,8.0,1.0,12.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,, Male
7809.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,31.0,84.0,1.0,1.0,8.0,2.0,,,,Female
7810.0,,1.0,,35.0,,24.0,39.0,1.0,180.0,2.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,1.0,20.0,60.0,,,,,,,,M
7811.0,,1.0,,28.0,2.0,27.0,11.0,1.0,9.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,, Female
7812.0,,1.0,,20.0,1.0,42.0,30.0,1.0,12.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,,2.0,,4.0,,1.0,1.0,3.0,,2.0,,,,,,,4.0,,,M 
7814.0,,1.0,,40.0,,43.0,18.0,4.0,276.0,1.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,Male
7815.0,,1.0,,17.0,2.0,24.0,39.0,1.0,16.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,4.0,,,Female
7816.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,8.0,360.0,2.0,,,,,,,Male
7819.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female 
7820.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
7821.0,,1.0,,40.0,,44.0,16.0,3.0,276.0,1.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,2.0,,,,,,,2.0,,,Female
7822.0,,1.0,,30.0,1.0,8.0,11.0,1.0,84.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,98.0,2.0,,,,,,,, Female
7823.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,31.0,360.0,1.0,1.0,6.0,2.0,,,,Male
7825.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,38.0,300.0,2.0,,,,,,,Male
7826.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,39.0,8.0,1.0,2.0,,,,,,  M
7827.0,,1.0,,6.0,2.0,27.0,24.0,1.0,12.0,2.0,2.0,,1.0,2.0,2.0,1.0,,,,,5.0,2.0,,,,2.0,,,,,,,,,,Female
7828.0,,2.0,1.0,20.0,2.0,42.0,16.0,1.0,16.0,2.0,2.0,,1.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,,,,,,,,,,Female
7830.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,,,,,,,,,,M
7831.0,,2.0,2.0,,1.0,13.0,31.0,1.0,24.0,1.0,2.0,,1.0,2.0,2.0,2.0,,,,,,1.0,2.0,,,1.0,19.0,120.0,,2.0,,,,,,Female
7832.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
7833.0,,1.0,,3.0,2.0,26.0,11.0,1.0,0.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,19.0,60.0,,,,,,,,Female
7834.0,,1.0,,15.0,2.0,34.0,11.0,1.0,6.0,2.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,4.0,,,Male
7835.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F
7836.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,26.0,60.0,2.0,,,,,,,  F
7837.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,35.0,324.0,2.0,,,,,,,  M
7839.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,16.0,7.0,2.0,,,,,,,Female
7840.0,,1.0,,20.0,2.0,30.0,13.0,1.0,9.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,F
7841.0,,1.0,,40.0,,44.0,10.0,4.0,156.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
7842.0,,1.0,,40.0,,41.0,12.0,1.0,9.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,1.0,24.0,72.0,,,,,,,,Female
7843.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,31.0,156.0,2.0,,,,,,,Male
7844.0,,1.0,,12.0,1.0,41.0,5.0,1.0,24.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,2.0,,,,,,,,,,Female
7845.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,11.0,2.0,2.0,,,,,,,Male
7847.0,,1.0,,35.0,,31.0,6.0,1.0,11.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
7848.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,408.0,2.0,,,,,,,Female
7849.0,,1.0,,40.0,,39.0,22.0,1.0,168.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,2.0,,,,,,,4.0,,,Female
7850.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
7851.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male  
7853.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,16.0,36.0,2.0,,,,,,,Female
7854.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M 
7855.0,,1.0,,20.0,2.0,42.0,5.0,1.0,4.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,24.0,48.0,,,,,,,, Female
7856.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,29.0,18.0,2.0,,,,,,,M
7857.0,,1.0,,40.0,,5.0,35.0,1.0,18.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
7859.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
7860.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
7861.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,26.0,480.0,1.0,1.0,8.0,2.0,,,,Female
7862.0,,1.0,,40.0,,36.0,40.0,1.0,3.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,37.0,96.0,,,,,,,,Male
7863.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,5.0,420.0,1.0,1.0,6.0,2.0,,,,Male
7864.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,13.0,30.0,2.0,,,,,,,Female
7865.0,,1.0,,32.0,1.0,44.0,2.0,2.0,264.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
7867.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,11.0,18.0,2.0,,,,,,,Female
7868.0,,1.0,,60.0,,5.0,34.0,1.0,204.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,,,,,1.0,1.0,10.0,,2.0,,,,,,,,,,Male
7870.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,39.0,12.0,2.0,,,,,,,Male
7871.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,Female
7872.0,,1.0,,62.0,,21.0,2.0,1.0,156.0,1.0,2.0,,1.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,,,,,,,,,,Male
7873.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,21.0,4.0,2.0,,,,,,,Female
7874.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,17.0,336.0,2.0,,,,,,,F
